"pls_id","chd_id","rcs_id"
"3629","2729","83"
"3630","2728","83"
"3631","1667","5"
"3632","1524","83"
"3634","2049","33"
"3635","2050","33"
"3636","2664","94"
"3637","2146","1000"
"3638","2146","5"
"3640","2321","3"
"3642","2472","1000"
"3643","2472","5"
"3644","2471","1000"
"3645","2471","5"
"3647","2190","94"
"3648","2483","94"
"3649","2799","94"
"3652","2576","5"
"3653","2577","5"
"3654","2716","1000"
"3655","2715","1000"
"3656","2374","94"
"3657","2412","4"
"3658","1806","83"
"3659","2856","93"
"3660","2857","4"
"3662","2642","1"
"3663","2643","1"
"3664","2644","1"
"3665","2545","1000"
"3667","1897","94"
"3668","1898","94"
"3669","2526","1"
"3671","1545","1000"
"3672","1545","68"
"3673","2740","94"
"3674","2871","4"
"3675","1465","83"
"3676","2666","94"
"3677","2271","68"
"3678","2704","1000"
"3679","2459","33"
"3680","2705","1000"
"3682","2763","4"
"3683","2764","4"
"3684","2882","4"
"3685","2637","68"
"3686","2638","68"
"3687","2737","1000"
"3688","2481","83"
"3689","2730","5"
"3690","2731","5"
"3692","2731","4"
"3694","2730","4"
"3695","2895","26"
"3696","2649","1000"
"3697","2504","83"
"3698","2769","83"
"3699","2784","1000"
"3700","2783","1000"
"3701","1750","33"
"3702","2739","83"
"3704","2681","1000"
"3705","2646","94"
"3709","2432","103"
"3712","2824","83"
"3717","2694","83"
"3720","2746","83"
"3722","2629","94"
"3723","2514","1"
"3724","965","94"
"3725","2584","1"
"3726","2584","5"
"3728","2254","94"
"3729","1566","83"
"3730","2697","1"
"3732","2656","26"
"3733","2296","83"
"3734","2297","83"
"3735","2121","94"
"3736","2120","94"
"3737","2558","4"
"3738","2557","4"
"3741","2589","1"
"3742","2848","94"
"3743","2445","1000"
"3744","2305","1000"
"3745","2730","1000"
"3746","2731","1000"
"3747","2476","4"
"3748","2219","103"
"3749","2220","103"
"3750","2249","33"
"3751","2528","94"
"3754","2703","1019"
"3757","2512","83"
"3758","2805","33"
"3760","2668","1022"
"3761","1838","94"
"3763","2939","5"
"3764","2332","83"
"3765","2509","5"
"3766","2510","5"
"3767","2510","1"
"3768","2509","1"
"3770","2551","83"
"3772","2782","94"
"3773","2096","94"
"3774","2201","94"
"3775","2931","1022"
"3776","2484","94"
"3778","2653","2"
"3779","868","5"
"3781","2115","68"
"3782","2855","1"
"3783","2919","1022"
"3784","2920","1022"
"3785","2143","5"
"3786","2143","1019"
"3787","2894","1022"
"3788","2099","83"
"3790","564","83"
"3791","565","83"
"3792","2854","83"
"3793","2645","94"
"3795","2097","83"
"3796","2427","83"
"3799","2688","83"
"3801","2803","1000"
"3802","2804","1000"
"3803","2936","94"
"3804","1574","5"
"3805","1573","5"
"3807","2631","83"
"3808","2264","68"
"3810","2819","94"
"3811","2820","94"
"3812","2821","94"
"3813","2822","94"
"3814","3009","1022"
"3815","3012","5"
"3816","3011","5"
"3817","1194","5"
"3818","2954","1000"
"3819","2953","1000"
"3820","2952","1000"
"3821","2745","1000"
"3822","2734","1000"
"3823","2735","1000"
"3824","1634","33"
"3825","2860","1019"
"3826","2861","1019"
"3827","2807","33"
"3828","2808","33"
"3829","2809","33"
"3830","1365","92"
"3831","2605","4"
"3832","2605","103"
"3836","2801","94"
"3837","2789","94"
"3838","2788","94"
"3839","2597","94"
"3841","2898","94"
"3842","2897","94"
"3843","2896","94"
"3845","2877","1000"
"3846","2544","2"
"3847","2308","94"
"3848","1679","83"
"3849","1697","83"
"3851","2068","94"
"3852","1788","1024"
"3853","2677","83"
"3854","2000","1"
"3855","2958","33"
"3856","2836","1000"
"3857","2766","83"
"3858","310","94"
"3859","2657","5"
"3861","2410","1000"
"3862","2409","94"
"3863","2400","94"
"3865","2691","33"
"3866","2778","1000"
"3867","2777","1000"
"3868","2183","83"
"3869","2846","83"
"3870","2393","83"
"3871","2948","94"
"3873","2602","33"
"3874","2845","93"
"3875","2845","1000"
"3877","2874","1022"
"3878","2876","1022"
"3879","2875","1022"
"3880","2624","78"
"3881","2623","78"
"3883","1211","5"
"3884","1213","4"
"3885","3010","83"
"3886","3074","26"
"3887","3075","26"
"3888","2909","83"
"3889","3076","4"
"3890","2294","83"
"3891","3016","1000"
"3892","1473","26"
"3893","1473","5"
"3894","1471","26"
"3895","1471","5"
"3896","1472","26"
"3897","1472","5"
"3900","2282","1019"
"3901","2285","1019"
"3902","2284","1019"
"3903","2283","1019"
"3904","2466","68"
"3906","2743","94"
"3907","3002","83"
"3908","2458","83"
"3911","2344","83"
"3912","2935","94"
"3914","2977","33"
"3915","2978","33"
"3916","2907","33"
"3917","2907","4"
"3918","2907","1024"
"3919","2983","94"
"3920","2982","94"
"3921","3058","94"
"3924","2561","1019"
"3925","2561","33"
"3926","2560","33"
"3927","2560","1019"
"3928","3029","1000"
"3929","3029","5"
"3930","2256","83"
"3931","3006","1000"
"3932","2978","1"
"3933","2977","1"
"3934","2733","5"
"3935","3081","1000"
"3936","3135","5"
"3937","3136","26"
"3938","3068","1000"
"3940","2844","1000"
"3941","2844","1024"
"3942","3143","114"
"3943","3142","114"
"3945","2890","83"
"3946","2962","83"
"3947","3144","93"
"3948","2527","94"
"3950","3007","1000"
"3954","3101","83"
"3955","3102","83"
"3956","3103","83"
"3957","2817","1000"
"3958","2815","94"
"3959","2816","94"
"3960","2865","94"
"3961","2652","68"
"3962","2738","4"
"3964","2753","4"
"3965","2719","68"
"3966","2720","68"
"3967","2863","5"
"3968","2918","94"
"3969","2833","1024"
"3970","2834","1024"
"3971","2872","94"
"3972","3022","94"
"3975","2250","83"
"3976","2917","94"
"3977","2921","83"
"3978","2955","1024"
"3979","2774","83"
"3980","2775","83"
"3981","2964","33"
"3982","2964","103"
"3984","3099","5"
"3985","2680","5"
"3986","2314","1000"
"3989","3092","103"
"3990","2950","1"
"3991","2396","83"
"3992","2976","94"
"3993","2867","5"
"3994","2866","83"
"3995","3155","4"
"3996","3055","26"
"3997","3163","5"
"3998","3164","5"
"4002","3174","1000"
"4003","3173","1000"
"4005","3127","94"
"4006","3040","1"
"4007","2355","33"
"4008","2633","94"
"4010","3169","94"
"4011","3170","94"
"4012","3148","83"
"4013","1261","33"
"4015","2790","4"
"4018","2751","83"
"4019","2752","83"
"4020","2794","94"
"4021","2795","94"
"4022","2941","4"
"4023","2835","83"
"4024","3064","94"
"4025","688","1024"
"4026","688","1019"
"4027","3100","5"
"4029","3037","94"
"4031","3188","83"
"4034","2238","94"
"4035","2695","83"
"4036","3046","1"
"4037","3045","1"
"4038","3047","1"
"4039","3025","94"
"4040","3122","3"
"4041","3123","3"
"4042","3172","1000"
"4043","3172","103"
"4044","3257","4"
"4045","2989","83"
"4046","2988","83"
"4048","2714","4"
"4049","2714","1"
"4050","2830","94"
"4051","3088","5"
"4052","3089","5"
"4053","2291","1000"
"4054","2682","83"
"4056","3154","94"
"4057","2981","5"
"4062","2337","94"
"4063","3080","94"
"4064","2780","94"
"4065","3286","1033"
"4066","3134","83"
"4067","3182","1000"
"4068","3182","1033"
"4069","3180","1000"
"4071","3181","1000"
"4073","3287","1"
"4074","3208","5"
"4075","3185","5"
"4076","3184","5"
"4077","3184","1000"
"4078","3185","1000"
"4079","2891","94"
"4086","3093","1033"
"4087","3093","103"
"4088","2949","1"
"4089","2817","114"
"4090","3199","1000"
"4091","3199","103"
"4092","3237","83"
"4097","3200","1000"
"4098","3200","103"
"4099","1740","1000"
"4100","3177","1000"
"4101","3066","1000"
"4102","3066","5"
"4103","3246","4"
"4104","2654","33"
"4105","3026","83"
"4106","3240","83"
"4107","3242","83"
"4108","3241","83"
"4109","3305","4"
"4113","2091","94"
"4116","2083","68"
"4117","2619","83"
"4120","2951","83"
"4121","2961","94"
"4123","2550","5"
"4124","3157","83"
"4125","2550","68"
"4126","3315","1024"
"4127","3316","1024"
"4128","3318","1024"
"4129","3317","1024"
"4131","3321","114"
"4132","2733","1011"
"4133","3106","1033"
"4135","3166","5"
"4136","3167","5"
"4137","2511","83"
"4138","3280","1004"
"4139","3130","83"
"4140","3132","83"
"4142","3039","94"
"4143","2880","94"
"4145","1005","2"
"4146","2842","33"
"4147","3024","94"
"4149","2441","83"
"4150","2930","94"
"4151","2870","94"
"4152","2892","94"
"4153","2980","4"
"4154","2841","94"
"4155","2840","94"
"4156","3090","83"
"4157","3077","94"
"4158","1797","94"
"4159","2904","109"
"4160","2908","109"
"4161","2165","94"
"4162","2793","103"
"4163","2386","94"
"4165","2924","26"
"4166","3078","1"
"4168","3221","94"
"4169","2960","94"
"4170","2070","94"
"4171","3073","1000"
"4172","3063","1000"
"4173","3014","83"
"4174","3201","83"
"4175","3202","83"
"4177","3181","1033"
"4178","3180","1033"
"4183","2265","103"
"4184","1915","94"
"4186","2957","83"
"4187","2354","94"
"4189","2700","94"
"4190","3036","5"
"4191","3220","94"
"4192","2456","5"
"4193","3124","4"
"4194","3125","2"
"4195","3125","4"
"4196","3124","2"
"4197","2943","5"
"4202","2986","83"
"4203","2987","83"
"4204","3279","4"
"4205","2431","33"
"4206","2431","1024"
"4207","3277","94"
"4208","3278","94"
"4209","3053","94"
"4210","3120","94"
"4211","3121","94"
"4212","3303","5"
"4221","3440","114"
"4222","3276","4"
"4223","3275","4"
"4224","3207","83"
"4227","3470","5"
"4228","3212","4"
"4229","3212","1000"
"4230","3139","1026"
"4231","2007","83"
"4232","2005","83"
"4233","2006","83"
"4235","3488","4"
"4238","3224","1033"
"4239","3290","94"
"4240","3168","5"
"4241","3156","33"
"4242","3158","33"
"4243","3421","94"
"4244","3015","94"
"4245","3331","1049"
"4246","3332","1049"
"4247","3254","1033"
"4248","3255","1033"
"4249","3368","1049"
"4250","3369","1049"
"4251","2718","5"
"4252","3292","1049"
"4253","2713","1"
"4254","2713","4"
"4255","3291","4"
"4256","2228","83"
"4258","3308","83"
"4261","3489","94"
"4268","2979","103"
"4269","2754","1000"
"4271","2756","1000"
"4273","2757","1000"
"4275","2974","83"
"4278","3363","103"
"4284","3268","1049"
"4286","2531","1049"
"4287","3198","1049"
"4290","3085","1000"
"4291","3083","1000"
"4292","3084","1000"
"4293","3087","83"
"4295","1980","83"
"4299","3323","1049"
"4300","3322","1049"
"4304","3189","103"
"4306","3072","1033"
"4307","3071","1033"
"4309","3196","94"
"4310","3256","1049"
"4311","3235","83"
"4312","3236","83"
"4313","2158","1"
"4314","3244","94"
"4315","3243","94"
"4316","2933","83"
"4317","2932","83"
"4318","3261","83"
"4319","3334","94"
"4321","3415","1000"
"4323","3338","1020"
"4324","3071","1000"
"4325","2934","1049"
"4327","2914","33"
"4328","2915","33"
"4329","2797","83"
"4334","3456","1049"
"4335","3457","1049"
"4336","3281","1049"
"4339","3232","1036"
"4341","3509","1036"
"4343","3320","2"
"4344","3432","1049"
"4345","3453","1036"
"4347","3506","1036"
"4348","3508","1036"
"4349","3507","1036"
"4350","3609","5"
"4354","3343","94"
"4355","3566","1057"
"4356","3567","1057"
"4357","3311","103"
"4358","3252","94"
"4359","3253","94"
"4361","3324","1049"
"4362","3534","1000"
"4363","3533","1000"
"4364","3312","1062"
"4365","3382","1062"
"4366","3414","1062"
"4367","3105","1062"
"4368","3405","1063"
"4369","3406","1063"
"4370","3407","1063"
"4371","3395","1062"
"4372","2791","33"
"4375","3504","1033"
"4376","3211","1036"
"4377","2864","83"
"4378","3133","1036"
"4380","3398","103"
"4381","3399","103"
"4382","3214","103"
"4383","3627","83"
"4384","3373","94"
"4385","3336","83"
"4386","3337","83"
"4387","3404","1064"
"4388","3404","1"
"4389","3266","94"
"4390","3265","94"
"4391","3344","94"
"4392","3000","94"
"4394","3160","5"
"4395","3159","5"
"4396","3479","1057"
"4397","3370","1049"
"4398","3409","1000"
"4399","3137","1"
"4400","2913","83"
"4401","3393","83"
"4402","3393","1049"
"4403","3375","1000"
"4404","3376","1000"
"4405","3033","94"
"4407","3297","1073"
"4408","3677","4"
"4409","3376","110"
"4410","3375","106"
"4413","3573","1057"
"4414","3062","1049"
"4415","2606","83"
"4416","2609","83"
"4417","3462","103"
"4419","3131","94"
"4421","3347","94"
"4422","2534","83"
"4423","2535","83"
"4424","3320","1036"
"4425","3463","83"
"4427","3485","94"
"4428","3325","1049"
"4429","2533","1049"
"4430","2532","83"
"4433","3442","83"
"4435","2497","83"
"4436","2832","5"
"4437","3722","1057"
"4438","3723","1057"
"4441","3060","94"
"4443","3298","83"
"4444","3616","83"
"4445","3587","83"
"4446","3586","83"
"4447","3727","93"
"4449","3161","1020"
"4451","3113","1049"
"4452","3112","83"
"4453","3114","1049"
"4454","3115","1049"
"4455","3444","83"
"4456","2618","83"
"4457","3536","94"
"4458","3258","94"
"4459","3735","1033"
"4460","3734","94"
"4461","3505","1033"
"4462","3422","94"
"4463","3423","94"
"4464","3424","94"
"4465","3563","1"
"4466","3471","1049"
"4467","3052","94"
"4468","3359","1000"
"4469","3672","94"
"4470","3671","94"
"4471","3610","1000"
"4473","3549","94"
"4474","3548","94"
"4475","2358","1033"
"4476","3595","83"
"4477","3500","1057"
"4480","3537","1033"
"4481","3775","94"
"4482","3776","1036"
"4483","3380","94"
"4484","3751","94"
"4486","2991","83"
"4487","3784","5"
"4488","2800","68"
"4489","3483","94"
"4492","3428","83"
"4493","3057","83"
"4494","3771","94"
"4497","3678","1"
"4498","3293","94"
"4499","3294","1020"
"4501","3519","1036"
"4502","3520","1036"
"4504","3352","83"
"4505","3517","90"
"4506","3118","1000"
"4507","3464","1"
"4508","3531","33"
"4509","3531","1036"
"4510","3213","1000"
"4511","3416","94"
"4512","3571","83"
"4513","3437","1020"
"4514","3436","1020"
"4517","3541","94"
"4519","3711","94"
"4520","3538","94"
"4521","2959","83"
"4522","3304","1036"
"4523","3304","1000"
"4524","2748","83"
"4525","2012","1026"
"4526","2012","68"
"4527","3578","4"
"4528","3578","1075"
"4529","3259","1049"
"4530","3044","68"
"4531","3662","1000"
"4532","3664","1000"
"4533","3661","1000"
"4534","3663","1000"
"4535","3707","83"
"4536","3708","83"
"4537","3482","83"
"4538","3705","1020"
"4540","3138","83"
"4541","2434","33"
"4542","2434","26"
"4543","3004","1049"
"4544","3005","83"
"4545","3417","83"
"4546","3358","94"
"4547","3042","68"
"4548","2906","33"
"4549","3611","1000"
"4550","2906","4"
"4551","3743","1000"
"4552","3742","1000"
"4553","3655","1087"
"4554","3837","94"
"4555","3840","94"
"4556","3455","1063"
"4557","2852","94"
"4559","3329","83"
"4561","3606","83"
"4563","3239","1062"
"4564","3552","26"
"4565","3617","26"
"4566","3619","26"
"4570","3502","90"
"4571","2012","1075"
"4573","3629","1000"
"4574","3435","1080"
"4575","3746","1087"
"4576","3756","1087"
"4577","3810","1049"
"4578","3175","83"
"4579","3526","94"
"4580","3525","94"
"4581","3830","1049"
"4582","3630","26"
"4583","3758","1049"
"4584","3808","26"
"4585","3809","26"
"4586","3145","33"
"4589","3787","2"
"4590","3379","94"
"4591","3581","94"
"4594","3795","1080"
"4595","3832","26"
"4601","3583","94"
"4602","3584","94"
"4603","3733","1012"
"4604","3295","33"
"4605","3295","1065"
"4606","3295","1004"
"4607","3813","1049"
"4608","2910","86"
"4609","3786","94"
"4610","3815","94"
"4611","2612","94"
"4615","3342","83"
"4616","3656","1000"
"4617","3657","1000"
"4618","3831","1000"
"4621","1234","83"
"4624","3842","4"
"4626","3299","83"
"4627","3301","83"
"4629","3838","83"
"4633","3617","1"
"4634","3619","1"
"4635","3233","33"
"4636","3773","1020"
"4639","3632","94"
"4640","3767","1000"
"4641","3104","83"
"4644","2916","83"
"4645","3547","83"
"4648","3704","1049"
"4649","3914","83"
"4650","3726","1"
"4653","3867","1085"
"4657","3791","1086"
"4658","3792","1086"
"4659","3800","83"
"4660","3674","94"
"4661","3673","94"
"4663","3999","94"
"4664","4000","94"
"4665","3582","94"
"4667","3946","1049"
"4668","2674","83"
"4669","2673","83"
"4673","3933","1049"
"4675","2519","1090"
"4676","3640","1087"
"4678","3764","83"
"4682","4016","94"
"4683","3529","94"
"4684","2673","2"
"4685","2674","2"
"4687","3745","1092"
"4688","2963","83"
"4689","3203","94"
"4692","3916","1057"
"4693","2838","1066"
"4699","3824","1086"
"4700","3915","1086"
"4702","3987","4"
"4703","3988","4"
"4704","4042","94"
"4707","2998","83"
"4708","2630","5"
"4709","2630","1092"
"4710","3684","2"
"4711","3683","2"
"4713","3924","26"
"4714","3706","1092"
"4715","3171","1092"
"4719","3930","1092"
"4721","3645","1092"
"4722","3116","1026"
"4723","3418","1000"
"4724","1824","83"
"4727","3995","4"
"4728","3843","83"
"4729","3796","83"
"4732","3650","94"
"4733","3651","94"
"4736","4012","1086"
"4737","4013","1086"
"4738","4048","83"
"4739","3694","1049"
"4743","3592","1080"
"4744","3248","94"
"4750","3388","1066"
"4751","3389","1066"
"4752","4099","26"
"4754","3714","94"
"4755","3715","94"
"4759","3893","83"
"4760","3894","83"
"4761","3898","83"
"4762","3900","83"
"4763","3740","1098"
"4764","3625","94"
"4765","3624","94"
"4767","4068","1103"
"4768","4069","1103"
"4769","1337","1092"
"4771","2859","94"
"4772","4017","83"
"4773","3903","33"
"4774","3971","33"
"4775","3907","83"
"4776","3884","1066"
"4777","3883","1066"
"4778","3936","1098"
"4779","4007","33"
"4781","4055","1103"
"4782","2984","83"
"4783","3600","33"
"4785","4054","1103"
"4786","3614","103"
"4787","3427","1020"
"4788","3501","90"
"4789","3626","1049"
"4790","3670","1090"
"4791","3450","1049"
"4792","3774","1020"
"4794","2911","1000"
"4797","3989","4"
"4798","3448","1057"
"4799","3929","1091"
"4800","3397","94"
"4801","3945","1066"
"4803","4070","1066"
"4804","4071","1066"
"4805","3731","1049"
"4806","3730","1049"
"4807","3151","83"
"4808","3648","1020"
"4810","3366","4"
"4811","3732","1066"
"4812","4087","83"
"4813","3990","83"
"4814","3710","1066"
"4815","4100","4"
"4816","3839","103"
"4817","3449","4"
"4818","2363","83"
"4821","3932","1092"
"4822","3941","1092"
"4823","4105","1103"
"4824","2647","83"
"4825","3712","1083"
"4826","3712","5"
"4827","3532","83"
"4830","4131","94"
"4831","3763","83"
"4832","3597","1049"
"4833","3937","83"
"4834","4139","94"
"4835","3689","1098"
"4836","3689","1000"
"4837","3948","1087"
"4838","3899","1"
"4839","3899","1114"
"4840","3901","1"
"4841","3901","1114"
"4842","3965","1049"
"4843","3964","1049"
"4844","3206","94"
"4845","3590","94"
"4846","4156","4"
"4847","3785","83"
"4848","3599","1"
"4849","3599","1000"
"4850","4062","1115"
"4853","3451","1098"
"4854","3366","1085"
"4855","3653","103"
"4856","3652","103"
"4858","3992","94"
"4859","2498","1066"
"4860","3296","1083"
"4861","3086","1"
"4862","4075","94"
"4863","3880","1116"
"4864","4136","1117"
"4865","4028","1098"
"4866","4214","4"
"4871","3204","1057"
"4873","1557","1026"
"4874","3897","1117"
"4875","3896","1117"
"4877","3679","68"
"4878","3680","68"
"4879","2616","1026"
"4880","2616","68"
"4881","2928","83"
"4882","4176","1057"
"4883","4177","1036"
"4884","3591","83"
"4885","4192","1049"
"4887","3227","83"
"4888","3754","33"
"4889","4195","1049"
"4890","3834","94"
"4892","4043","1049"
"4894","2587","83"
"4895","4134","1049"
"4896","3696","4"
"4897","4008","94"
"4899","3452","1098"
"4900","3647","2"
"4901","3647","33"
"4902","3885","94"
"4903","4223","94"
"4904","4135","1049"
"4905","4142","83"
"4906","4027","1098"
"4907","4026","1098"
"4908","3701","94"
"4909","3700","94"
"4910","4224","94"
"4911","3633","83"
"4912","3866","83"
"4913","3327","103"
"4914","4092","1"
"4915","4093","1"
"4916","4091","1"
"4917","4155","4"
"4918","4037","103"
"4919","3162","1087"
"4920","3162","1026"
"4921","3579","1026"
"4922","1557","1103"
"4923","2630","1026"
"4925","3770","1000"
"4927","4010","1026"
"4928","4010","78"
"4929","4132","1115"
"4930","4132","1117"
"4931","3935","1123"
"4932","4052","83"
"4933","3934","83"
"4935","3865","33"
"4936","3865","2"
"4937","550","94"
"4938","3604","1123"
"4939","3895","1117"
"4940","2227","94"
"4944","3951","83"
"4945","3356","1106"
"4946","3942","1"
"4948","3857","33"
"4949","3943","1"
"4950","3881","83"
"4951","3882","83"
"4952","4208","1033"
"4953","4209","1033"
"4954","4128","1122"
"4959","3780","1115"
"4961","3902","83"
"4964","2785","1026"
"4965","2785","1000"
"4969","4045","94"
"4970","4161","1123"
"4971","4084","94"
"4972","4210","1132"
"4973","4196","2"
"4974","4196","1000"
"4975","4073","4"
"4976","3781","1115"
"4979","3665","1123"
"4980","4076","83"
"4982","2663","83"
"4983","3289","83"
"4984","3871","1049"
"4985","3872","1049"
"4986","3561","1115"
"4987","3561","33"
"4988","3562","1123"
"4989","3562","33"
"4990","2655","1132"
"4991","3481","83"
"4994","4179","1049"
"4996","4236","1115"
"4997","4237","1115"
"4998","3234","33"
"4999","4280","94"
"5000","4281","94"
"5001","3383","1000"
"5002","4354","4"
"5003","4159","1127"
"5004","4352","83"
"5005","4353","83"
"5006","3516","33"
"5007","4238","1125"
"5008","3926","1085"
"5009","3927","1049"
"5010","4253","1138"
"5012","4212","1138"
"5015","3827","83"
"5016","3641","83"
"5017","4260","1066"
"5018","4282","94"
"5019","3465","83"
"5021","3340","94"
"5022","3739","33"
"5023","3981","1000"
"5024","3981","1110"
"5025","3978","1000"
"5026","3978","1110"
"5027","3980","1000"
"5028","3980","1110"
"5029","3979","1000"
"5030","3979","1143"
"5032","3391","83"
"5033","3738","33"
"5034","4115","94"
"5035","3812","1049"
"5038","3833","83"
"5039","4074","94"
"5040","3920","83"
"5041","3216","83"
"5042","3215","83"
"5046","4334","1000"
"5047","4333","1000"
"5049","4220","4"
"5051","4151","1049"
"5054","2812","1049"
"5056","4154","1000"
"5057","4147","1122"
"5058","4145","1122"
"5059","4146","1122"
"5060","4362","94"
"5061","4361","94"
"5065","1803","1103"
"5066","4267","103"
"5068","4133","1123"
"5070","4133","33"
"5076","3476","83"
"5079","3905","1123"
"5081","3588","94"
"5085","3441","1066"
"5086","4381","4"
"5088","3355","94"
"5090","3402","1137"
"5091","3750","94"
"5092","3749","94"
"5095","3330","33"
"5096","3191","94"
"5097","3847","94"
"5098","3849","1049"
"5100","2873","94"
"5101","3878","94"
"5102","3515","83"
"5103","3836","4"
"5104","4130","4"
"5105","4200","94"
"5106","3976","94"
"5108","3765","4"
"5109","4194","1132"
"5110","4343","1143"
"5111","2555","1049"
"5112","3682","4"
"5117","3494","94"
"5119","4078","94"
"5120","4044","33"
"5121","4018","94"
"5123","4014","94"
"5124","4020","94"
"5125","4015","94"
"5126","3692","94"
"5127","3560","4"
"5128","3510","83"
"5129","3496","94"
"5130","3497","94"
"5131","3065","94"
"5132","3921","94"
"5133","3974","94"
"5134","4211","94"
"5135","4191","4"
"5136","3848","1049"
"5138","4277","1000"
"5139","3960","1012"
"5140","3394","68"
"5142","4162","1139"
"5148","2655","2"
"5149","4121","83"
"5152","3091","1138"
"5153","4312","33"
"5155","4301","83"
"5156","4294","83"
"5158","3703","68"
"5160","4257","33"
"5161","4259","33"
"5169","4030","90"
"5170","4351","1049"
"5171","3401","94"
"5172","2077","83"
"5173","4180","83"
"5174","4150","83"
"5175","4218","83"
"5176","4219","83"
"5177","3826","83"
"5178","3923","1066"
"5179","4039","83"
"5180","3447","1049"
"5181","3446","1049"
"5182","4414","83"
"5184","4097","1143"
"5185","4506","1103"
"5189","3612","1049"
"5193","3841","94"
"5194","4276","1138"
"5195","4275","1026"
"5196","4275","1138"
"5197","4276","1026"
"5198","4255","103"
"5199","4256","103"
"5200","2555","1026"
"5201","4243","1150"
"5202","4418","1150"
"5203","4295","83"
"5208","4061","4"
"5209","3367","4"
"5210","3467","4"
"5211","4467","4"
"5212","3468","4"
"5213","4489","4"
"5214","3958","83"
"5215","3957","83"
"5220","3908","1145"
"5221","3908","1"
"5222","4112","1145"
"5224","4364","2"
"5225","4157","33"
"5228","4112","33"
"5229","4502","1151"
"5231","4457","1148"
"5232","4001","1049"
"5234","4111","90"
"5235","3906","83"
