"pls_id","chd_id","rcs_id"
"5236","3821","83"
"5237","3918","83"
"5239","4302","1143"
"5241","3912","1049"
"5244","4526","94"
"5245","4475","94"
"5246","4474","94"
"5247","4167","2"
"5248","4537","4"
"5249","4335","90"
"5250","4335","103"
"5253","4476","4"
"5254","4320","94"
"5255","4321","94"
"5256","4322","94"
"5257","4546","4"
"5258","4358","33"
"5260","4515","94"
"5262","4153","1151"
"5263","3263","4"
"5264","3997","4"
"5265","4338","1151"
"5267","3844","33"
"5269","4162","86"
"5270","4446","1151"
"5272","4050","1138"
"5273","4383","4"
"5275","3518","1049"
"5279","4205","94"
"5280","4460","1148"
"5282","4585","4"
"5285","4597","4"
"5286","3117","83"
"5289","3431","1138"
"5290","3431","86"
"5291","3431","1026"
"5292","4458","94"
"5293","4604","4"
"5295","4605","4"
"5296","4341","1158"
"5297","4459","1158"
"5299","4462","94"
"5300","4278","94"
"5301","4279","94"
"5302","2436","4"
"5303","4366","4"
"5304","4365","4"
"5305","4317","83"
"5306","4363","4"
"5307","4451","83"
"5308","4452","83"
"5309","4453","83"
"5310","3698","83"
"5311","3699","83"
"5314","3503","83"
"5315","3429","1138"
"5316","3429","1026"
"5317","3429","86"
"5318","3430","86"
"5319","3430","1026"
"5320","3430","1138"
"5326","4419","83"
"5327","4420","83"
"5328","4421","83"
"5329","4088","1049"
"5332","4434","1000"
"5333","4435","1000"
"5340","3262","94"
"5341","4217","83"
"5342","4216","83"
"5345","3546","94"
"5352","3484","1049"
"5353","4262","83"
"5354","2345","1000"
"5355","4580","1000"
"5356","4581","1000"
"5357","2100","83"
"5358","4385","1000"
"5362","1757","2"
"5363","4083","1049"
"5364","2196","83"
"5365","3752","83"
"5366","3445","1049"
"5369","4487","1049"
"5372","2026","1049"
"5374","4666","83"
"5377","4249","1148"
"5378","3310","94"
"5379","4183","1123"
"5380","4183","1116"
"5387","4169","1151"
"5388","4651","1161"
"5389","4271","1049"
"5390","4675","103"
"5391","4676","103"
"5392","4344","1"
"5395","4628","1049"
"5396","4610","83"
"5398","3772","83"
"5403","3690","109"
"5404","3691","109"
"5405","3688","109"
"5406","4403","1049"
"5408","4543","4"
"5411","4465","1049"
"5412","4316","1000"
"5413","4319","1000"
"5414","4400","1049"
"5415","4401","1049"
"5418","4645","94"
"5419","4591","94"
"5420","2553","83"
"5422","4185","1"
"5426","4621","1162"
"5427","4622","1161"
"5428","4657","94"
"5429","4449","83"
"5430","3307","1026"
"5432","3307","1170"
"5433","3687","83"
"5434","4479","1049"
"5435","4283","83"
"5436","4483","4"
"5437","4527","83"
"5439","3959","94"
"5441","4270","83"
"5442","4464","83"
"5444","4473","4"
"5445","4556","83"
"5446","4557","83"
"5447","4367","83"
"5448","4408","1049"
"5449","4407","1049"
"5451","4242","4"
"5452","4299","4"
"5453","4300","4"
"5454","4173","4"
"5455","4201","4"
"5456","4266","4"
"5457","4533","4"
"5458","4047","4"
"5459","4178","94"
"5460","4442","4"
"5461","4524","4"
"5462","4284","94"
"5463","3585","1148"
"5464","4182","1123"
"5465","4182","1116"
"5466","4313","4"
"5467","4315","4"
"5468","4314","4"
"5470","4268","1151"
"5471","4269","1151"
"5472","4627","94"
"5474","4607","1000"
"5475","4644","1000"
"5476","4608","1000"
"5477","4523","103"
"5478","4550","94"
"5480","4619","1170"
"5481","2938","1158"
"5482","4577","94"
"5483","4706","1170"
"5484","4477","4"
"5485","4221","1159"
"5486","4625","1000"
"5487","4624","1000"
"5488","4501","94"
"5489","4673","103"
"5490","4674","103"
"5491","4572","94"
"5493","4756","83"
"5494","3420","94"
"5495","4680","1170"
"5496","4724","83"
"5497","4570","94"
"5498","4684","4"
"5499","4746","94"
"5500","3288","83"
"5501","4623","33"
"5502","4448","1049"
"5503","4447","1049"
"5505","4172","1049"
"5508","4481","2"
"5509","4742","1170"
"5510","4741","1170"
"5513","4373","83"
"5514","4805","1159"
"5515","4805","1168"
"5520","4636","94"
"5521","4648","33"
"5522","4649","33"
"5523","3728","1170"
"5525","4186","94"
"5526","4187","94"
"5527","4776","1049"
"5530","4508","1000"
"5531","3419","1000"
"5533","4829","4"
"5534","4831","4"
"5535","3550","94"
"5536","4832","4"
"5537","4833","4"
"5538","4198","4"
"5539","4199","4"
"5540","4197","4"
"5542","4664","83"
"5543","4688","94"
"5545","4245","83"
"5546","4635","83"
"5547","4654","83"
"5550","3805","1049"
"5551","3806","83"
"5552","4436","4"
"5553","4838","4"
"5554","4324","4"
"5555","4525","103"
"5556","4495","94"
"5557","4612","83"
"5558","4606","94"
"5559","4306","94"
"5561","4567","1049"
"5562","4323","4"
"5563","4723","4"
"5564","4820","103"
"5565","3985","1170"
"5567","4036","33"
"5568","4514","1000"
"5569","4514","1168"
"5570","4784","1176"
"5572","4782","1176"
"5573","4109","1171"
"5574","4109","33"
"5575","4638","83"
"5576","4639","83"
"5577","4842","4"
"5578","4497","1000"
"5580","4840","1176"
"5581","4399","83"
"5582","4571","94"
"5583","4171","1049"
"5584","4170","1049"
"5585","4593","1049"
"5586","3816","94"
"5587","4719","4"
"5590","4576","2"
"5591","4576","1170"
"5592","4629","1049"
"5593","4647","83"
"5594","4646","1000"
"5597","3985","1026"
"5598","4274","1000"
"5602","4736","1170"
"5603","4737","1170"
"5604","4726","1176"
"5605","3140","1026"
"5607","4786","1174"
"5609","4488","1170"
"5611","4850","83"
"5612","4325","1000"
"5613","4478","94"
"5615","4652","83"
"5617","4544","1049"
"5619","4531","1000"
"5620","4735","4"
"5621","3961","83"
"5622","4827","1000"
"5623","4456","1151"
"5624","4513","83"
"5625","4463","83"
"5626","4573","83"
"5627","4480","83"
"5628","4254","83"
"5631","4707","4"
"5632","4095","83"
"5634","4382","94"
"5640","4722","1049"
"5641","4713","1174"
"5642","4714","1174"
"5643","3059","4"
"5644","3183","94"
"5645","4760","94"
"5647","4848","103"
"5648","4655","83"
"5649","4584","83"
"5650","4596","94"
"5651","4632","94"
"5655","4944","4"
"5657","4943","4"
"5658","4945","4"
"5659","4693","1174"
"5660","4694","1174"
"5661","4696","1174"
"5662","4695","1174"
"5664","4231","83"
"5665","4835","1"
"5666","4716","1170"
"5667","4856","4"
"5669","4496","4"
"5670","4720","83"
"5671","4768","83"
"5672","4392","83"
"5673","3413","94"
"5674","4698","1000"
"5677","3823","83"
"5678","4509","1000"
"5679","4511","1000"
"5680","4510","1000"
"5683","4389","83"
"5684","4390","83"
"5685","4551","83"
"5690","4536","1049"
"5691","4751","94"
"5692","4828","94"
"5693","4994","1049"
"5694","4971","1049"
"5695","4993","1049"
"5696","4878","94"
"5697","4879","94"
"5698","4881","94"
"5699","4880","94"
"5702","4816","83"
"5703","4728","1170"
"5704","4729","100"
"5705","4615","1174"
"5707","4658","1049"
"5709","3556","94"
"5710","3545","1049"
"5711","4669","94"
"5712","4562","1049"
"5713","4563","94"
"5714","4759","1174"
"5716","4930","1182"
"5718","4750","94"
"5719","3962","83"
"5721","4328","94"
"5722","4679","94"
"5723","4703","4"
"5724","4704","4"
"5725","4774","94"
"5727","4552","1026"
"5728","4141","94"
"5729","3326","1049"
"5730","4968","94"
"5731","4967","94"
"5734","4789","4"
"5736","4227","83"
"5737","4689","83"
"5738","4912","4"
"5739","4883","1176"
"5740","4882","1176"
"5741","4072","83"
"5742","4921","4"
"5743","4640","1049"
"5744","4641","1049"
"5745","4538","33"
"5746","4482","1182"
"5747","4368","1049"
"5748","4710","4"
"5749","4867","83"
"5750","4712","4"
"5751","4711","4"
"5753","4841","94"
"5754","4356","1170"
"5755","4033","94"
"5756","4032","94"
"5757","4031","94"
"5758","4137","83"
"5759","4184","83"
"5760","4857","103"
"5761","4849","103"
"5763","4864","1000"
"5764","4865","1000"
"5765","4767","4"
"5768","4665","94"
"5769","4913","94"
"5770","5005","1049"
"5771","5060","94"
"5772","4873","94"
"5774","4240","1020"
"5775","4241","1020"
"5776","4239","1020"
"5777","4869","1188"
"5779","4911","1188"
"5781","4230","1174"
"5782","4402","1174"
"5783","4738","83"
"5784","4748","94"
"5785","4749","94"
"5786","5116","1049"
"5787","5115","1049"
"5789","4797","94"
"5790","4583","83"
"5791","4918","90"
"5795","4369","1049"
"5796","4947","4"
"5797","4946","4"
"5798","4779","1049"
"5799","3996","1049"
"5800","4974","83"
"5801","4972","83"
"5802","4973","83"
"5803","4006","83"
"5805","2975","83"
"5807","3433","1182"
"5808","3433","33"
"5809","4595","83"
"5810","4960","1000"
"5811","4961","1000"
"5813","4778","94"
"5814","4788","94"
"5815","4787","94"
"5816","1638","1173"
"5817","1638","1026"
"5818","4956","103"
"5819","4486","1049"
"5820","4747","4"
"5821","4954","103"
"5822","3986","83"
"5825","5189","1049"
"5826","5190","1049"
"5827","4887","4"
"5828","4637","83"
"5829","5100","1186"
"5830","5101","1186"
"5831","4732","103"
"5832","5108","94"
"5833","5113","1194"
"5834","5112","1194"
"5835","4743","1049"
"5836","2825","1049"
"5837","5064","4"
"5839","4371","83"
"5840","4372","83"
"5842","5051","103"
"5843","5062","4"
"5844","5020","90"
"5845","5021","90"
"5846","4637","1026"
"5847","4110","1049"
"5848","3986","1026"
"5849","4798","94"
"5850","4900","4"
"5851","4783","1049"
"5855","4594","1000"
"5856","4705","1194"
"5858","5156","103"
"5861","5230","1066"
"5862","4586","1020"
"5863","4933","4"
"5864","5123","94"
"5865","4667","1049"
"5866","4888","1185"
"5869","4825","1020"
"5871","5114","94"
"5872","5158","4"
"5873","4485","94"
"5874","4744","1049"
"5875","4977","83"
"5876","4745","1049"
"5877","4682","1049"
"5878","4683","1049"
"5879","4415","1186"
"5880","4415","1193"
"5884","5024","1049"
"5885","5025","1049"
"5886","4717","83"
"5887","5206","103"
"5888","4901","1000"
"5889","5147","83"
"5890","5049","1186"
"5891","5050","1186"
"5894","5045","83"
"5895","5044","83"
"5896","5212","103"
"5898","5072","4"
"5899","5070","4"
"5900","5263","1000"
"5901","5136","1000"
"5903","5179","83"
"5904","5180","83"
"5905","3598","83"
"5908","4836","94"
"5911","4730","4"
"5912","4731","4"
"5913","4953","103"
"5914","4342","83"
"5915","5255","83"
"5917","5254","1049"
"5918","5227","83"
"5919","5059","83"
"5921","4388","83"
"5922","4387","83"
"5923","4962","1000"
"5924","5082","1049"
"5925","5081","1049"
"5926","4758","1186"
"5927","5092","1186"
"5929","5091","1186"
"5933","3994","83"
"5934","5120","1020"
"5935","5225","94"
"5937","5308","94"
"5938","4874","1183"
"5939","4874","2"
"5941","5165","4"
"5942","5164","4"
"5943","5337","4"
"5946","4905","1020"
"5947","4906","1020"
"5948","5063","94"
"5949","3822","83"
"5950","4346","94"
"5951","4347","94"
"5952","5006","1049"
"5953","4910","83"
"5954","5130","26"
"5955","5131","26"
"5956","4863","94"
"5957","4821","83"
"5958","5315","94"
"5959","5205","103"
"5960","4491","1170"
"5961","4491","33"
"5965","4915","1202"
"5966","5292","1203"
"5967","5291","1203"
"5968","3038","83"
"5970","5137","83"
"5971","5139","83"
"5972","5053","1194"
"5973","4799","83"
"5974","5247","1049"
"5975","5248","1049"
"5980","4803","94"
"5981","4804","94"
"5982","4801","94"
"5983","4802","94"
"5984","4847","1049"
"5985","4843","83"
"5987","4851","4"
"5988","5009","83"
"5989","5010","83"
"5992","3300","1026"
"5993","3300","1186"
"5994","5018","4"
"5995","5019","4"
"5996","5160","103"
"5997","5159","103"
"5998","5167","1"
"5999","5037","1020"
"6000","5231","1000"
"6001","5232","1000"
"6002","5261","94"
"6003","5354","103"
"6004","4617","83"
"6005","5320","4"
"6006","4876","1"
"6007","4875","1"
"6008","4417","68"
"6009","4416","68"
"6010","4895","103"
"6011","4662","86"
"6012","4662","33"
"6013","5262","1000"
"6014","5268","1203"
"6015","5269","1203"
"6016","5229","1049"
"6017","5148","1049"
"6018","5392","83"
"6019","5121","90"
"6020","4697","83"
"6021","5258","1000"
"6022","5319","1199"
"6023","5176","33"
"6024","4535","83"
"6026","5171","1195"
"6027","5172","1195"
"6028","5373","1049"
"6029","5374","94"
"6030","4807","83"
"6031","4808","83"
"6032","5154","94"
"6034","4340","94"
"6035","4990","83"
"6036","4540","1202"
"6037","4862","94"
"6038","5203","94"
"6039","5204","94"
"6040","3527","83"
"6041","5273","4"
"6042","5274","4"
"6043","3466","94"
"6044","4733","1186"
"6045","5166","1000"
"6047","4304","1049"
"6049","4107","1174"
"6050","4771","83"
"6051","4770","83"
"6052","5032","1198"
"6053","5031","1198"
"6054","4931","2"
"6055","4931","1000"
"6056","4872","83"
"6057","4516","1000"
"6058","4517","1000"
"6059","4670","83"
"6060","5282","1202"
"6061","5282","103"
"6062","5283","103"
"6063","5283","1202"
"6064","4925","1186"
"6065","5210","94"
"6066","4997","1049"
"6067","4996","1049"
"6068","4995","1049"
"6069","4998","83"
"6074","4327","1191"
"6075","5011","1049"
"6076","4810","4"
"6077","4809","4"
"6078","4520","4"
"6079","4521","4"
"6080","5183","4"
"6081","4837","4"
"6083","4957","83"
"6084","5257","1049"
"6085","5284","1049"
"6086","4980","103"
"6089","5068","94"
"6090","5069","94"
"6091","4852","83"
"6092","4853","83"
"6093","2944","94"
"6094","3348","94"
"6095","3887","94"
"6096","4411","83"
"6097","4412","83"
"6098","4555","83"
"6099","4566","103"
"6100","4663","83"
"6101","4762","94"
"6102","4871","94"
"6103","4898","1049"
"6104","4919","83"
"6105","4923","83"
"6106","4924","83"
"6107","4940","94"
"6108","4942","94"
"6109","4941","94"
"6110","5003","4"
"6111","5194","94"
"6112","5195","83"
"6115","5027","1000"
"6116","5028","1000"
"6117","4096","83"
"6120","4120","83"
"6121","5253","83"
"6122","5378","1049"
"6125","5055","33"
"6126","5054","33"
"6127","5340","83"
"6128","5341","83"
"6129","4096","1026"
"6130","5396","83"
"6131","4569","4"
"6133","5303","94"
"6134","4678","94"
"6135","5363","90"
"6136","5362","90"
"6138","5349","94"
"6141","5029","68"
"6142","5017","68"
"6145","4982","1000"
"6146","3521","83"
"6147","5372","1208"
"6148","5371","1208"
"6149","5027","90"
"6150","5028","90"
"6151","5362","1020"
"6152","5363","1020"
"6153","5199","94"
"6154","5324","4"
"6155","5325","4"
"6156","5286","1000"
"6157","5285","1000"
"6159","5377","1186"
"6160","5377","4"
"6161","5376","1186"
"6162","5376","4"
"6163","5375","1186"
"6164","5375","4"
"6165","4989","83"
"6167","5153","4"
"6168","5151","4"
"6169","5152","4"
"6170","5001","4"
"6171","5001","1202"
"6172","4866","4"
"6173","4866","1194"
"6174","5280","94"
"6175","5281","94"
"6176","5279","94"
"6177","4852","86"
"6178","5201","1066"
"6179","5201","103"
"6182","5173","86"
"6183","5175","86"
"6184","5174","86"
"6185","5174","33"
"6186","5175","33"
"6187","5173","33"
"6192","4653","68"
"6194","4668","83"
"6195","5207","94"
"6196","5208","94"
"6197","5409","1208"
"6198","5407","1208"
"6199","5408","1208"
"6200","3638","94"
"6201","5336","1208"
"6202","5333","1208"
"6203","4950","83"
"6204","4951","83"
"6206","3434","94"
"6207","4471","90"
"6208","4472","90"
"6209","5358","1066"
"6210","5438","1213"
"6212","4932","1049"
"6213","5267","94"
"6214","5048","94"
"6216","5298","1194"
"6221","5345","1049"
"6222","5369","83"
"6223","5368","83"
"6224","5489","4"
"6225","5198","1066"
"6226","5502","94"
"6227","5501","94"
"6228","5481","1208"
"6230","3794","1066"
"6231","5388","1049"
"6232","4952","1182"
"6233","4952","1213"
"6234","5461","1000"
"6235","5531","103"
"6236","5360","103"
"6237","4272","83"
"6238","5413","83"
"6240","5314","1049"
"6241","5511","83"
"6242","5490","103"
"6243","5491","103"
"6246","5309","83"
"6247","5516","94"
"6249","5436","4"
"6250","4860","1049"
"6251","4861","1049"
"6253","5487","83"
"6254","5550","103"
"6256","5181","1208"
"6257","5306","1049"
"6258","5307","1049"
"6259","4987","83"
"6260","4534","83"
"6264","5085","94"
"6265","5493","1066"
"6268","4969","33"
"6271","5382","1208"
"6272","5475","1213"
"6273","5475","1000"
"6274","5211","83"
"6275","4976","83"
"6276","5084","83"
"6277","5528","1066"
"6278","5527","1066"
"6279","4754","83"
"6280","4432","1066"
"6281","4470","1208"
"6282","4469","1208"
"6283","5161","83"
"6284","5420","83"
"6285","5061","94"
"6286","5479","1220"
"6287","4715","1213"
"6288","4904","83"
"6289","5582","4"
"6290","5581","4"
"6292","5529","1066"
"6293","5530","1066"
"6294","5643","1066"
"6295","5200","1049"
"6296","5583","83"
"6297","2837","83"
"6298","5523","94"
"6299","5524","94"
"6303","5509","94"
"6305","5434","83"
"6306","5492","1066"
"6309","4038","33"
"6310","4038","1026"
"6311","5361","94"
"6312","3523","1213"
"6313","5445","1226"
"6314","5445","1223"
"6317","5674","4"
"6318","5595","1223"
"6319","5595","90"
"6320","4934","1049"
"6321","5097","1066"
"6322","5111","1049"
"6323","5297","83"
"6324","5162","83"
"6325","5540","26"
"6326","5602","94"
"6327","5440","1049"
"6328","5504","1223"
"6329","5544","94"
"6330","4339","83"
"6331","4868","83"
"6332","5365","1066"
"6333","5364","1066"
"6334","5399","1049"
"6335","5563","1049"
"6336","5562","1049"
"6337","5236","94"
"6338","5635","4"
"6339","5435","1049"
"6340","5653","1049"
"6341","5410","1066"
"6342","5410","33"
"6343","5366","4"
"6344","5235","1000"
"6345","5234","1000"
"6346","5576","1223"
"6347","5638","4"
"6348","5332","1223"
"6349","5426","1049"
"6350","2559","94"
"6355","5086","1223"
"6356","5089","1223"
"6357","5095","1202"
"6358","5094","1202"
"6359","5090","1202"
"6360","4686","1174"
"6361","5429","1226"
"6362","5429","1213"
"6363","5429","4"
"6364","5427","1226"
"6365","5427","1213"
"6366","5427","4"
"6367","5428","1226"
"6368","5428","1213"
"6369","5428","4"
"6370","5662","103"
"6371","5662","4"
"6372","5623","1225"
"6373","5623","4"
"6377","5452","1213"
"6379","5637","1"
"6380","5578","1213"
"6381","5579","1213"
"6382","5197","94"
"6383","5016","1213"
"6384","5597","1226"
"6385","5299","94"
"6386","5521","1020"
"6387","5522","1020"
"6388","4859","1049"
"6389","5556","103"
"6391","5765","1066"
"6392","5574","4"
"6393","4439","4"
"6394","4440","4"
"6395","5600","1049"
"6396","5381","1213"
"6397","5636","1226"
"6398","3747","3"
"6399","3748","3"
"6400","5603","1049"
"6401","5604","83"
"6402","5419","83"
"6403","5418","83"
"6404","5056","83"
"6405","5276","94"
"6406","5015","4"
"6407","4999","1172"
"6408","5757","94"
"6409","5594","94"
"6410","5135","94"
"6411","5134","94"
"6412","5421","94"
"6413","5422","94"
"6414","4822","1000"
"6416","5515","1020"
"6418","5631","33"
"6419","5633","33"
"6420","5632","33"
"6421","5224","83"
"6422","5412","83"
"6423","5663","1000"
"6424","5601","83"
"6425","5389","94"
"6426","5613","83"
"6427","5244","4"
"6433","5650","1066"
"6434","5651","1066"
"6435","5652","1066"
"6436","5655","103"
"6437","5656","103"
"6439","4578","2"
"6440","5811","4"
"6442","5668","4"
"6452","5104","83"
"6453","3524","1226"
"6454","5302","1049"
"6455","5503","94"
"6456","5593","1000"
"6457","5592","1000"
"6458","5709","1174"
"6459","5411","1049"
"6461","5580","83"
"6462","4377","94"
"6463","5590","94"
"6464","5591","94"
"6465","3186","1000"
"6466","5795","103"
"6467","5746","94"
"6468","4613","1049"
"6470","5296","1000"
"6471","5296","1202"
"6472","5296","1223"
"6473","5608","1223"
"6474","5608","1225"
"6476","5270","1049"
"6477","5271","1049"
"6478","5202","2"
"6479","5335","1"
"6480","5575","1000"
"6481","5575","4"
"6482","5561","4"
"6483","5561","1000"
"6484","5034","4"
"6485","5617","94"
"6487","5625","94"
"6489","5664","1229"
"6490","5837","103"
"6491","5837","4"
"6492","5773","1020"
"6494","4907","1"
"6495","4907","4"
"6496","5629","1000"
"6497","5629","4"
"6498","5610","83"
"6499","5850","1236"
"6500","5850","4"
"6501","5808","1066"
"6502","4969","1208"
"6503","5805","94"
"6504","4896","83"
"6505","4897","83"
"6506","5754","83"
"6507","5755","83"
"6508","5753","83"
"6509","4955","83"
"6511","5157","33"
"6512","5711","103"
"6513","5712","103"
"6514","5634","1000"
"6515","5634","1232"
"6516","5696","1049"
"6517","5682","4"
"6518","4781","94"
"6519","5348","83"
"6520","5182","1208"
"6521","4846","83"
"6522","5904","4"
"6523","5904","83"
"6524","5628","103"
"6525","5506","94"
"6526","5507","94"
"6527","5508","94"
"6528","5752","103"
"6530","5718","94"
"6531","4116","83"
"6532","4117","83"
"6533","5244","83"
"6534","5689","94"
"6535","5569","1000"
"6536","5568","1000"
"6537","5679","1236"
"6538","5627","1049"
"6539","5557","1049"
"6540","5558","1049"
"6541","5703","1236"
"6542","5701","1236"
"6543","5702","1236"
"6544","5815","1049"
"6545","5812","1049"
"6546","5814","1049"
"6547","5813","1049"
"6548","5143","4"
"6549","5143","1223"
"6550","5144","4"
"6551","5144","1223"
"6552","5145","4"
"6553","5145","1223"
"6554","4542","1049"
"6555","5767","1236"
"6556","5766","1236"
"6557","5098","1000"
"6558","5099","1000"
"6559","5450","83"
"6560","5449","83"
"6561","5350","94"
"6563","5518","1049"
"6565","5485","94"
"6566","5150","1049"
"6567","3020","103"
"6568","5122","1049"
"6569","5665","4"
"6570","5736","1229"
"6571","5738","1229"
"6572","5007","83"
"6573","5008","83"
"6574","5734","1229"
"6575","5735","1229"
"6576","5779","1066"
"6577","5855","94"
"6578","5856","94"
"6579","4762","1026"
"6580","5586","94"
"6581","5588","94"
"6582","5587","94"
"6583","5458","4"
"6584","5455","4"
"6585","5882","94"
"6586","5883","94"
"6587","5589","83"
"6588","5691","83"
"6589","5693","83"
"6590","5692","83"
"6591","5960","4"
"6592","5905","83"
"6593","5456","4"
"6594","5457","4"
"6595","5903","94"
"6596","5669","83"
"6597","5760","1000"
"6598","5830","4"
"6599","5830","90"
"6600","4970","83"
"6601","5290","94"
"6602","5887","1000"
"6603","5842","103"
"6604","5841","103"
"6605","5816","94"
"6606","5700","94"
"6607","5789","1000"
"6608","5788","1000"
"6611","5787","94"
"6612","5541","1226"
"6613","5618","94"
"6614","5998","4"
"6615","5598","94"
"6616","5729","94"
"6617","5498","83"
"6618","5093","1000"
"6619","5093","1239"
"6620","5784","83"
"6621","5889","1020"
"6622","5890","1020"
"6624","5654","94"
"6625","5809","1049"
"6626","5543","1228"
"6627","5542","1228"
"6629","5584","1000"
"6630","5870","90"
"6631","5884","94"
"6633","5241","94"
"6634","5240","94"
"6635","6022","94"
"6636","5403","94"
"6637","5193","33"
"6638","5256","1000"
"6639","5737","1229"
"6640","5768","1236"
"6641","5769","1236"
"6642","5770","1236"
"6643","5771","1236"
"6644","5818","94"
"6645","5817","94"
"6646","5915","1049"
"6647","5109","83"
"6648","5929","94"
"6649","5680","83"
"6650","5706","1066"
"6651","5708","1066"
"6652","5707","1066"
"6653","5906","90"
"6654","5906","4"
"6655","5907","90"
"6656","5907","4"
"6657","5908","90"
"6658","5908","4"
"6659","5853","4"
"6660","5853","33"
"6661","5819","33"
"6662","5810","1213"
"6663","5071","86"
"6664","5080","33"
"6665","4250","83"
"6666","5902","94"
"6667","6011","103"
"6668","6010","103"
"6669","4579","83"
"6670","5916","1244"
"6671","5916","1000"
"6672","5917","1244"
"6673","5917","1000"
"6674","5928","94"
"6675","4885","83"
"6676","5895","83"
"6677","6007","94"
"6678","5865","4"
"6679","5999","1049"
"6680","5826","1049"
"6681","5572","1020"
"6682","6057","103"
"6683","5756","103"
"6684","6002","1248"
"6685","4790","94"
"6686","6132","4"
"6687","6127","1248"
"6688","6128","1248"
"6689","4086","1244"
"6690","4086","1000"
"6691","4086","4"
"6692","6059","94"
"6693","6139","1249"
"6694","6139","1248"
"6695","6140","1248"
"6696","6140","1249"
"6697","6142","1248"
"6698","5901","1000"
"6699","5958","1049"
"6700","6147","4"
"6701","6147","90"
"6702","6148","1066"
"6703","5694","94"
"6704","6120","4"
"6705","6129","4"
"6706","6037","1248"
"6707","6037","4"
"6708","6039","4"
"6709","6039","1248"
"6710","6038","4"
"6711","6038","1248"
"6712","6101","103"
"6713","4512","94"
